query,execution_time,query_type,query_description
ccb1,157.11279296875,ccb,QUERY QUE RETORNE O CÓDIGO IBGE E ID DA FAMILIA APENAS PARA FAMILIAR COM DATA DE ALTERAÇÃO DO ANO DE 2017 DE FORMA ORDENADA.
ccb2,43.039794921875,ccb,Quantidade de domicilios sem banheiro
ccb3,27.6015625,ccb,Quantidade de familias que nao possuem domicilio particular regular
ccb4,31.690185546875,ccb,Quais dados do domicílio das famílias que possuem apenas um cômodo?
ccb5,124.453857421875,ccb,FAMILIAs QUE TENHA MAIS DE 2 INTEGRANTES
ccb6,2.35791015625,ccb,Quais municipios possuem uma população com número inferior à 1000 pessoas?
ccb7,51.50439453125,ccb,Média de Idade das Pessoas nas Famílias da base de dados?
ccb8,43.373291015625,ccb,Qual a Idade média da população entrevistada?
ccb9,20.538330078125,ccb,Qual a Quantidade média de cômodos dos domicílios?
ccb10,28.279052734375,ccb,Qual a média de cômodos por domicilio
ccb11,1273.2802734375,ccb,Quantidade de pessoas por sexo na base de dados?
ccb12,102.9677734375,ccb,Valor total da média familiar e total de pessoas por municipio
ccb13,87.943359375,ccb,Quantidade de pessoas agrupadas por nível de escolaridade
ccb14,45.237548828125,ccb,Pergunta 5: Quais são os tipos de materiais de piso mais comuns nas famílias?
ccb15,65.048583984375,ccb,Agrupe a quantidade de pessoas pelas diferentes cores de pele.
cci1,104.466552734375,cci,Quantos idosos existem em cada família no estado da Bahia?
cci2,986.013916015625,cci,Qtd de pessoas por Município e cor/raça
cci3,89.2041015625,cci,Qual é a média de pessoas por família em cada município?
cci4,670.77978515625,cci,"Quantidade de famílias com casas com menos de 3 cômodos agrupados por estado, regiao e municipio:"
cci5,412.190185546875,cci,"Quantidade de pessoas por idade, sexo e função que recebem remunerção equivalente a salário mínimo ou inferior"
cci6,359.65966796875,cci,Em que municípios moram as 5 pessoas mais velhas entrevistadas?
cci7,96.642333984375,cci,"Quantidade de famílias com casas com menos de 3 cômodos agrupados por estado, regiao e municipio:"
cci8,120.86376953125,cci,Quantas mulheres concluíram o ensino fundamental?
cci9,763.836181640625,cci,"Quantas famílias existem em cada município, agrupadas por água canalizada ?"
cci10,76.320068359375,cci,Qual a media de pessoas por familia por municipio?
cci11,232.4951171875,cci,Qual o curso mais elevado que as pessoas que não tiveram trabalho remunerado nos últimos 12 meses frequentaram?
cci12,72.412109375,cci,Quais são os cinco municípios com a maior população e quantas famílias vivem em cada um?
cci13,52.76318359375,cci,Quantas famílias com mais de 3 pessoas têm acesso a água canalizada em seus domicílios?
cci14,136.4375,cci,Quantas pessoas do sexo feminino moram em casas com água canalizada?
cci15,101.91357421875,cci,"Qual a quantidade de pessoas do sexo masculino e feminino, respectivamente, em Salvador?"
cca1,422.1796875,cca,Quais são as três famílias com a maior renda média em cada município?
cca2,241.29296875,cca,Pergunta 1: Quais são os municípios na Região Nordeste com a menor média de idade entre as pessoas?
cca3,241.523681640625,cca,Liste os nomes dos 10 municípios pela maior remuneração de trabalho para pessoas entre 25 e 35 anos.
cca4,2777.87451171875,cca,"Qual a proporção de pessoas que utilizam abastecimento de água por poço ou nascente para todos os outros tipos e população total, além disso, e qual o tipo que predomina nas áreas urbanas?"
cca5,216.807373046875,cca,Lista dos 30 município com o maior número de pessoas que nunca estudaram e têm 18 anos ou mais ordenados por quantidade:
cca6,378.247314453125,cca,1 - Liste os nomes dos municípios onde a maioria dos residentes é do sexo feminino.
cca7,622.224609375,cca,RETORNA SEPARADAMENTE HOMENS E MULHERES QUE A FAMILIA TEM UMA REDA MÉDIA ACIMA DE 500 REAIS
cca8,136.848388671875,cca,"Em quais estados os principais ganhos de renda dos membros vêm de doações e excedem R$ 20.000, e qual é o total de renda de doação nesses estados?"
cca9,1149.312744140625,cca,Faixa etária com mais pessoas em cada município.
cca10,777.95458984375,cca,"Qual a Renda média familiar, salário, idade e escolaridade das pessoas que são maiores do que 25 anos e ainda frequentam a escola ou nunca frequentaram?"
cca11,157.033203125,cca,Qual a média de pessoas que possuem coleta de lixo por região?
cca12,459.623046875,cca,Qual a média de renda das pessoas da familia por genero em cada estado?
cca13,252.53515625,cca,# Qual o curso mais elevado que as pessoas que não tiveram trabalho remunerado nos últimos 12 meses frequentaram? (ordenado por qauntidade de pessoas sem trabalho remunerado)
cca14,2110.35400390625,cca,Quais são os três municípios com o maior número de pessoas trabalhando e a média de renda das famílias nesses municípios?
cca15,85.916748046875,cca,"Pergunta 2: Qual é a renda média por família, considerando apenas as famílias com mais de 2 pessoas?"
