description,average,standard_deviation,individual_results,min,max,type,id
QUERY QUE RETORNE O CÓDIGO IBGE E ID DA FAMILIA APENAS PARA FAMILIAR COM DATA DE ALTERAÇÃO DO ANO DE 2017 DE FORMA ORDENADA.,87.725537109375,1.79393235718478,"[91.955322265625, 87.461669921875, 88.554443359375, 87.43115234375, 87.03662109375, 85.443115234375, 89.01123046875, 88.253662109375, 86.4033203125, 85.704833984375]",85.443115234375,91.955322265625,ccb,ccb01
Quantidade de domicilios sem banheiro,46.95673828125,3.132649542168565,"[50.847412109375, 46.85546875, 48.83203125, 48.575927734375, 52.064208984375, 47.220947265625, 46.54443359375, 43.25341796875, 42.272705078125, 43.100830078125]",42.272705078125,52.064208984375,ccb,ccb02
Quantidade de familias que nao possuem domicilio particular regular,30.739208984375,1.7957550930878754,"[28.613037109375, 30.43896484375, 30.099609375, 31.56396484375, 28.9033203125, 29.712158203125, 31.08837890625, 30.426513671875, 31.14453125, 35.401611328125]",28.613037109375,35.401611328125,ccb,ccb03
Quais dados do domicílio das famílias que possuem apenas um cômodo?,9.5581298828125,0.4979981815245568,"[10.57958984375, 9.861083984375, 10.197998046875, 9.47705078125, 9.652099609375, 8.969970703125, 9.464599609375, 9.15283203125, 9.162353515625, 9.063720703125]",8.969970703125,10.57958984375,ccb,ccb04
FAMILIAs QUE TENHA MAIS DE 2 INTEGRANTES,81.6889892578125,2.0524097725334,"[81.204345703125, 80.297119140625, 81.1025390625, 82.52734375, 83.30615234375, 80.911376953125, 79.912353515625, 80.05712890625, 80.539794921875, 87.03173828125]",79.912353515625,87.03173828125,ccb,ccb05
Quais municipios possuem uma população com número inferior à 1000 pessoas?,0.6684326171875,0.35131404065518956,"[1.702880859375, 0.660400390625, 0.551025390625, 0.5029296875, 0.490966796875, 0.528564453125, 0.54541015625, 0.52197265625, 0.48291015625, 0.697265625]",0.48291015625,1.702880859375,ccb,ccb06
Média de Idade das Pessoas nas Famílias da base de dados?,25.1769775390625,1.4593243488041658,"[25.15673828125, 25.44677734375, 25.929443359375, 24.862548828125, 24.96630859375, 27.31298828125, 27.53515625, 24.555419921875, 23.52392578125, 22.48046875]",22.48046875,27.53515625,ccb,ccb07
Qual a Idade média da população entrevistada?,23.026953125,1.4903924428720072,"[22.774169921875, 21.81005859375, 22.013671875, 26.55126953125, 22.029296875, 23.59716796875, 24.80615234375, 22.75634765625, 21.513671875, 22.417724609375]",21.513671875,26.55126953125,ccb,ccb08
Qual a Quantidade média de cômodos dos domicílios?,9.0352783203125,0.658014063184109,"[10.226806640625, 8.2392578125, 8.779541015625, 8.348876953125, 9.3984375, 8.3134765625, 9.93310546875, 9.07275390625, 8.646728515625, 9.393798828125]",8.2392578125,10.226806640625,ccb,ccb09
Qual a média de cômodos por domicilio,8.659033203125,0.4350808179254499,"[8.46826171875, 8.970458984375, 8.48388671875, 8.852294921875, 8.25244140625, 9.481689453125, 8.611572265625, 8.9951171875, 7.80224609375, 8.67236328125]",7.80224609375,9.481689453125,ccb,ccb10
Quantidade de pessoas por sexo na base de dados?,1260.59208984375,12.559765663250191,"[1268.228271484375, 1257.513427734375, 1246.62646484375, 1269.01513671875, 1265.051025390625, 1244.822265625, 1287.344482421875, 1247.6884765625, 1266.588134765625, 1253.043212890625]",1244.822265625,1287.344482421875,ccb,ccb11
Valor total da média familiar e total de pessoas por municipio,65.004345703125,8.60271761934642,"[62.245849609375, 60.114990234375, 60.099365234375, 59.5703125, 60.693359375, 61.668701171875, 59.81640625, 63.93017578125, 74.29931640625, 87.60498046875]",59.5703125,87.60498046875,ccb,ccb12
Quantidade de pessoas agrupadas por nível de escolaridade,45.36708984375,2.828822742610747,"[46.5732421875, 42.879150390625, 41.7490234375, 47.916259765625, 47.320068359375, 42.614501953125, 43.906494140625, 46.734375, 42.98046875, 50.997314453125]",41.7490234375,50.997314453125,ccb,ccb13
Pergunta 5: Quais são os tipos de materiais de piso mais comuns nas famílias?,13.3038330078125,0.6305041585667118,"[14.486083984375, 13.0869140625, 14.05615234375, 12.92431640625, 13.15185546875, 12.678466796875, 13.0869140625, 13.29443359375, 12.329345703125, 13.94384765625]",12.329345703125,14.486083984375,ccb,ccb14
Agrupe a quantidade de pessoas pelas diferentes cores de pele.,26.2062255859375,0.6234965652556289,"[27.465576171875, 25.5849609375, 25.626220703125, 26.52099609375, 25.849365234375, 27.130615234375, 26.220703125, 25.991455078125, 25.537841796875, 26.134521484375]",25.537841796875,27.465576171875,ccb,ccb15
Quantos idosos existem em cada família no estado da Bahia?,83.9079345703125,5.6961827208011595,"[89.536865234375, 79.689208984375, 85.81884765625, 79.49072265625, 79.796142578125, 80.870849609375, 85.02783203125, 97.936279296875, 81.8369140625, 79.07568359375]",79.07568359375,97.936279296875,cci,cci16
Qtd de pessoas por Município e cor/raça,509.65419921875,17.289468457350992,"[511.33447265625, 543.989013671875, 476.97412109375, 513.454345703125, 491.24853515625, 523.999267578125, 501.73583984375, 518.1259765625, 512.28564453125, 503.394775390625]",476.97412109375,543.989013671875,cci,cci17
Qual é a média de pessoas por família em cada município?,54.136669921875,4.922825371919085,"[61.175537109375, 56.084716796875, 52.88134765625, 52.622802734375, 65.215087890625, 49.99462890625, 51.356201171875, 50.84033203125, 49.7021484375, 51.493896484375]",49.7021484375,65.215087890625,cci,cci18
"Quantidade de famílias com casas com menos de 3 cômodos agrupados por estado, regiao e municipio:",405.6885986328125,8.649843811991328,"[404.503173828125, 409.776123046875, 400.526611328125, 394.62841796875, 412.87646484375, 397.943359375, 406.221435546875, 400.562255859375, 403.255615234375, 426.592529296875]",394.62841796875,426.592529296875,cci,cci19
"Quantidade de pessoas por idade, sexo e função que recebem remunerção equivalente a salário mínimo ou inferior",230.4176025390625,12.21206456008906,"[230.675537109375, 227.1884765625, 230.310791015625, 259.9609375, 226.257080078125, 214.4306640625, 225.556884765625, 220.131591796875, 243.962646484375, 225.701416015625]",214.4306640625,259.9609375,cci,cci20
Em que municípios moram as 5 pessoas mais velhas entrevistadas?,200.6551513671875,10.85314434117341,"[198.23291015625, 229.153076171875, 187.416748046875, 193.344970703125, 205.767333984375, 196.930419921875, 196.552490234375, 205.989013671875, 194.0576171875, 199.10693359375]",187.416748046875,229.153076171875,cci,cci21
"Quantidade de famílias com casas com menos de 3 cômodos agrupados por estado, regiao e municipio:",87.14052734375,6.526745024821332,"[105.5283203125, 87.353515625, 83.67236328125, 84.86083984375, 88.14990234375, 89.338623046875, 82.74267578125, 83.30517578125, 83.041748046875, 83.412109375]",82.74267578125,105.5283203125,cci,cci22
Quantas mulheres concluíram o ensino fundamental?,48.127392578125,2.4831413896251657,"[51.231689453125, 45.12841796875, 47.99072265625, 48.46484375, 45.437255859375, 46.146484375, 47.7470703125, 49.247314453125, 46.492919921875, 53.38720703125]",45.12841796875,53.38720703125,cci,cci23
"Quantas famílias existem em cada município, agrupadas por água canalizada ?",864.9590576171875,10.727463958185627,"[860.786376953125, 874.63818359375, 853.80615234375, 878.625732421875, 873.82373046875, 853.888671875, 872.9853515625, 847.27001953125, 858.4375, 875.328857421875]",847.27001953125,878.625732421875,cci,cci24
Qual a media de pessoas por familia por municipio?,52.124267578125,18.334657174307843,"[42.83154296875, 43.437744140625, 106.687744140625, 48.36083984375, 47.7236328125, 50.15771484375, 44.70458984375, 44.486572265625, 48.28271484375, 44.569580078125]",42.83154296875,106.687744140625,cci,cci25
Qual o curso mais elevado que as pessoas que não tiveram trabalho remunerado nos últimos 12 meses frequentaram?,149.9361083984375,18.24599458329814,"[141.00048828125, 131.35400390625, 131.504150390625, 196.84423828125, 163.1484375, 154.77197265625, 151.12109375, 142.890869140625, 139.58740234375, 147.138427734375]",131.35400390625,196.84423828125,cci,cci26
Quais são os cinco municípios com a maior população e quantas famílias vivem em cada um?,54.748388671875,6.468725176040269,"[49.297119140625, 47.280517578125, 53.7216796875, 50.845703125, 48.046875, 69.46826171875, 59.565673828125, 60.373779296875, 54.599853515625, 54.284423828125]",47.280517578125,69.46826171875,cci,cci27
Quantas famílias com mais de 3 pessoas têm acesso a água canalizada em seus domicílios?,41.7064697265625,4.386297812846735,"[41.445556640625, 40.789306640625, 51.002197265625, 49.04541015625, 41.38623046875, 40.28564453125, 38.92138671875, 38.771240234375, 38.32568359375, 37.092041015625]",37.092041015625,51.002197265625,cci,cci28
Quantas pessoas do sexo feminino moram em casas com água canalizada?,90.72529296875,3.1926758103739235,"[85.9833984375, 86.21875, 95.55712890625, 89.431640625, 88.620849609375, 90.156982421875, 93.999267578125, 94.7880859375, 92.140869140625, 90.35595703125]",85.9833984375,95.55712890625,cci,cci29
"Qual a quantidade de pessoas do sexo masculino e feminino, respectivamente, em Salvador?",12.54140625,0.7653489234017087,"[14.471923828125, 13.039794921875, 11.886962890625, 11.98486328125, 11.872314453125, 12.653076171875, 12.61962890625, 12.13818359375, 11.89453125, 12.852783203125]",11.872314453125,14.471923828125,cci,cci30
Quais são as três famílias com a maior renda média em cada município?,254.845166015625,5.254773505916695,"[254.54541015625, 260.92529296875, 249.9462890625, 257.1279296875, 248.58447265625, 250.84033203125, 255.6728515625, 264.298828125, 247.80029296875, 258.7099609375]",247.80029296875,264.298828125,cca,cca31
Liste os nomes dos 10 municípios pela maior remuneração de trabalho para pessoas entre 25 e 35 anos.,195.452099609375,8.563059411117543,"[199.02587890625, 184.54638671875, 199.11962890625, 194.403564453125, 195.97265625, 190.076904296875, 189.6826171875, 191.578125, 217.805419921875, 192.309814453125]",184.54638671875,217.805419921875,cca,cca32
Pergunta 1: Quais são os municípios na Região Nordeste com a menor média de idade entre as pessoas?,113.9146484375,8.309140897812345,"[108.71484375, 114.7841796875, 114.296875, 109.1630859375, 105.1884765625, 105.28955078125, 119.893798828125, 135.044189453125, 115.20166015625, 111.56982421875]",105.1884765625,135.044189453125,cca,cca33
"Qual a proporção de pessoas que utilizam abastecimento de água por poço ou nascente para todos os outros tipos e população total, além disso, e qual o tipo que predomina nas áreas urbanas?",1226.712744140625,23.80265351422358,"[1260.2197265625, 1239.3515625, 1206.40869140625, 1228.224365234375, 1201.6201171875, 1227.042236328125, 1221.8623046875, 1192.661376953125, 1272.223876953125, 1217.51318359375]",1192.661376953125,1272.223876953125,cca,cca34
Lista dos 30 município com o maior número de pessoas que nunca estudaram e têm 18 anos ou mais ordenados por quantidade:,134.5327392578125,6.547100011787162,"[126.015625, 135.71142578125, 137.571044921875, 135.60888671875, 135.869873046875, 148.5068359375, 134.837890625, 125.365234375, 127.53857421875, 138.302001953125]",125.365234375,148.5068359375,cca,cca35
1 - Liste os nomes dos municípios onde a maioria dos residentes é do sexo feminino.,203.37490234375,8.038457189816922,"[210.119384765625, 195.1328125, 197.89697265625, 211.59619140625, 191.630859375, 202.377197265625, 197.962646484375, 218.732177734375, 208.016357421875, 200.284423828125]",191.630859375,218.732177734375,cca,cca36
