description,average,standard_deviation,individual_results,min,max,type,id
QUERY QUE RETORNE O CÓDIGO IBGE E ID DA FAMILIA APENAS PARA FAMILIAR COM DATA DE ALTERAÇÃO DO ANO DE 2017 DE FORMA ORDENADA.,114.0293701171875,14.138416320139564,"[154.79443359375, 107.530517578125, 120.068115234375, 108.167724609375, 108.8896484375, 109.96728515625, 106.783447265625, 105.9404296875, 111.73828125, 106.413818359375]",105.9404296875,154.79443359375,ccb,ccb01
Quantidade de domicilios sem banheiro,49.0521484375,5.168436378088163,"[48.495361328125, 43.8896484375, 43.7685546875, 46.65185546875, 45.08447265625, 56.54833984375, 59.185791015625, 52.1630859375, 50.239990234375, 44.494384765625]",43.7685546875,59.185791015625,ccb,ccb02
Quantidade de familias que nao possuem domicilio particular regular,31.7583984375,1.3882535374611977,"[32.957275390625, 31.58349609375, 31.58544921875, 30.089599609375, 30.548828125, 30.026123046875, 31.307373046875, 33.443603515625, 34.486328125, 31.555908203125]",30.026123046875,34.486328125,ccb,ccb03
Quais dados do domicílio das famílias que possuem apenas um cômodo?,8.940185546875,0.3672938578355111,"[9.707763671875, 9.276123046875, 8.853271484375, 8.9873046875, 8.737060546875, 9.070556640625, 8.624267578125, 8.873779296875, 8.25537109375, 9.016357421875]",8.25537109375,9.707763671875,ccb,ccb04
FAMILIAs QUE TENHA MAIS DE 2 INTEGRANTES,96.3968994140625,4.625868076681507,"[93.564453125, 92.849365234375, 92.303955078125, 94.26806640625, 100.1787109375, 104.332763671875, 104.12109375, 97.385498046875, 93.81103515625, 91.154052734375]",91.154052734375,104.332763671875,ccb,ccb05
Quais municipios possuem uma população com número inferior à 1000 pessoas?,1.136083984375,0.6079737491054098,"[2.755126953125, 1.770751953125, 0.9052734375, 0.8349609375, 0.75927734375, 0.87060546875, 0.92919921875, 0.9580078125, 0.796142578125, 0.781494140625]",0.75927734375,2.755126953125,ccb,ccb06
Média de Idade das Pessoas nas Famílias da base de dados?,23.4130615234375,1.6031012142937666,"[27.161376953125, 22.990478515625, 23.422119140625, 22.643310546875, 23.05126953125, 21.902587890625, 22.755126953125, 22.1875, 25.714599609375, 22.30224609375]",21.902587890625,27.161376953125,ccb,ccb07
Qual a Idade média da população entrevistada?,22.7096435546875,0.9039121072063405,"[22.7099609375, 22.275634765625, 22.942626953125, 21.6923828125, 22.425537109375, 24.088623046875, 22.306396484375, 22.263427734375, 24.62353515625, 21.768310546875]",21.6923828125,24.62353515625,ccb,ccb08
Qual a Quantidade média de cômodos dos domicílios?,9.246826171875,0.9314565288742653,"[9.82666015625, 8.13623046875, 9.67138671875, 7.756591796875, 8.93359375, 8.283935546875, 10.113525390625, 9.090087890625, 9.796142578125, 10.860107421875]",7.756591796875,10.860107421875,ccb,ccb09
Qual a média de cômodos por domicilio,8.8906494140625,0.6447311225551885,"[8.584716796875, 8.697265625, 8.7421875, 10.371826171875, 8.530029296875, 8.62548828125, 7.9150390625, 9.402099609375, 8.5927734375, 9.445068359375]",7.9150390625,10.371826171875,ccb,ccb10
Quantidade de pessoas por sexo na base de dados?,1244.877783203125,13.099821666875958,"[1248.42333984375, 1247.553466796875, 1246.462890625, 1242.601806640625, 1228.51513671875, 1250.10888671875, 1249.88427734375, 1232.79296875, 1275.113525390625, 1227.321533203125]",1227.321533203125,1275.113525390625,ccb,ccb11
Valor total da média familiar e total de pessoas por municipio,66.20166015625,5.219430295495767,"[65.21240234375, 60.599609375, 61.91748046875, 77.67041015625, 65.01611328125, 64.908203125, 66.683349609375, 62.16650390625, 74.202880859375, 63.6396484375]",60.599609375,77.67041015625,ccb,ccb12
Quantidade de pessoas agrupadas por nível de escolaridade,47.5427001953125,7.114449974255824,"[47.912353515625, 66.958740234375, 50.498046875, 42.99853515625, 49.361572265625, 44.926025390625, 42.46484375, 41.718017578125, 46.3779296875, 42.2109375]",41.718017578125,66.958740234375,ccb,ccb13
Pergunta 5: Quais são os tipos de materiais de piso mais comuns nas famílias?,12.9900146484375,0.2922819596870002,"[13.4794921875, 13.363525390625, 13.144775390625, 13.055908203125, 12.85693359375, 12.905029296875, 12.84033203125, 12.610595703125, 12.50634765625, 13.13720703125]",12.50634765625,13.4794921875,ccb,ccb14
Agrupe a quantidade de pessoas pelas diferentes cores de pele.,26.23623046875,1.4774550800950188,"[26.46875, 25.40673828125, 25.524658203125, 25.529541015625, 25.749267578125, 24.95263671875, 26.239501953125, 25.220703125, 30.316650390625, 26.953857421875]",24.95263671875,30.316650390625,ccb,ccb15
