description,average,standard_deviation,individual_results,min,max,type,id
QUERY QUE RETORNE O CÓDIGO IBGE E ID DA FAMILIA APENAS PARA FAMILIAR COM DATA DE ALTERAÇÃO DO ANO DE 2017 DE FORMA ORDENADA.,121.259228515625,28.465831295182618,"[206.013916015625, 118.047119140625, 116.833251953125, 112.7734375, 111.703857421875, 109.37548828125, 108.387939453125, 113.939208984375, 106.9013671875, 108.61669921875]",106.9013671875,206.013916015625,ccb,ccb01
Quantidade de domicilios sem banheiro,47.3206787109375,4.877839745961055,"[61.4013671875, 45.94677734375, 48.7353515625, 45.2353515625, 46.55615234375, 47.116455078125, 44.747314453125, 44.20556640625, 44.706298828125, 44.55615234375]",44.20556640625,61.4013671875,ccb,ccb02
Quantidade de familias que nao possuem domicilio particular regular,30.4931884765625,0.8459997943901597,"[32.255859375, 29.166259765625, 30.25, 30.223388671875, 30.313232421875, 30.1796875, 30.257568359375, 29.75244140625, 30.9306640625, 31.602783203125]",29.166259765625,32.255859375,ccb,ccb03
Quais dados do domicílio das famílias que possuem apenas um cômodo?,9.7305419921875,0.36602058936531506,"[10.23193359375, 9.763671875, 10.298583984375, 9.381103515625, 9.400390625, 9.51611328125, 10.149169921875, 9.836181640625, 9.49169921875, 9.236572265625]",9.236572265625,10.298583984375,ccb,ccb04
FAMILIAs QUE TENHA MAIS DE 2 INTEGRANTES,95.2469970703125,4.092110280782756,"[97.91259765625, 92.4306640625, 95.80322265625, 92.35498046875, 106.446044921875, 94.075927734375, 94.039794921875, 93.03955078125, 94.210205078125, 92.156982421875]",92.156982421875,106.446044921875,ccb,ccb05
Quais municipios possuem uma população com número inferior à 1000 pessoas?,0.9769775390625,0.48752298362056345,"[2.327880859375, 1.22509765625, 0.8447265625, 0.90576171875, 0.945068359375, 0.9619140625, 0.73388671875, 0.6064453125, 0.611083984375, 0.60791015625]",0.6064453125,2.327880859375,ccb,ccb06
Média de Idade das Pessoas nas Famílias da base de dados?,24.7545166015625,2.1158900272416967,"[30.064697265625, 23.802978515625, 23.851806640625, 27.249755859375, 23.917724609375, 23.950439453125, 24.98583984375, 23.717529296875, 23.0673828125, 22.93701171875]",22.93701171875,30.064697265625,ccb,ccb07
Qual a Idade média da população entrevistada?,24.2035400390625,0.9355601080036237,"[25.425537109375, 24.492431640625, 22.87890625, 24.532958984375, 25.350830078125, 24.31640625, 24.840087890625, 23.216552734375, 24.382080078125, 22.599609375]",22.599609375,25.425537109375,ccb,ccb08
Qual a Quantidade média de cômodos dos domicílios?,9.6109619140625,0.6954420697646694,"[11.116455078125, 8.620361328125, 10.33544921875, 9.634521484375, 9.176513671875, 9.36865234375, 9.224609375, 9.663818359375, 8.922607421875, 10.046630859375]",8.620361328125,11.116455078125,ccb,ccb09
Qual a média de cômodos por domicilio,9.09609375,0.3302383160542093,"[9.222412109375, 9.291259765625, 9.51513671875, 8.6943359375, 9.253662109375, 8.637451171875, 9.451416015625, 8.738525390625, 9.402099609375, 8.754638671875]",8.637451171875,9.51513671875,ccb,ccb10
