description,average,standard_deviation,individual_results,min,max,type,id
QUERY QUE RETORNE O CÓDIGO IBGE E ID DA FAMILIA APENAS PARA FAMILIAR COM DATA DE ALTERAÇÃO DO ANO DE 2017 DE FORMA ORDENADA.,89.5466552734375,4.626163805924214,"[89.177490234375, 88.67822265625, 84.766845703125, 88.748779296875, 85.53076171875, 84.756591796875, 86.505615234375, 92.34228515625, 99.43310546875, 95.52685546875]",84.756591796875,99.43310546875,ccb,ccb01
Quantidade de domicilios sem banheiro,42.8053466796875,1.372471491799,"[44.162353515625, 42.7490234375, 41.014892578125, 42.741943359375, 41.061279296875, 44.027587890625, 42.112060546875, 45.642578125, 42.001708984375, 42.5400390625]",41.014892578125,45.642578125,ccb,ccb02
Quantidade de familias que nao possuem domicilio particular regular,29.303759765625,1.6904065454618986,"[32.8408203125, 29.913330078125, 27.852783203125, 32.088623046875, 28.09912109375, 28.014404296875, 29.07568359375, 28.364990234375, 28.139892578125, 28.64794921875]",27.852783203125,32.8408203125,ccb,ccb03
Quais dados do domicílio das famílias que possuem apenas um cômodo?,20.8453369140625,0.6306970180715276,"[20.65576171875, 20.15283203125, 20.652099609375, 19.82177734375, 21.836669921875, 20.70556640625, 20.3134765625, 21.28271484375, 21.53369140625, 21.498779296875]",19.82177734375,21.836669921875,ccb,ccb04
FAMILIAs QUE TENHA MAIS DE 2 INTEGRANTES,82.73935546875,2.420049639539526,"[85.14306640625, 81.964599609375, 81.46630859375, 82.1513671875, 82.897705078125, 84.231689453125, 79.84228515625, 79.91015625, 88.23193359375, 81.554443359375]",79.84228515625,88.23193359375,ccb,ccb05
Quais municipios possuem uma população com número inferior à 1000 pessoas?,0.906396484375,0.5956851163549683,"[2.4814453125, 0.68359375, 1.556396484375, 0.75, 0.649658203125, 0.591796875, 0.59130859375, 0.582275390625, 0.588134765625, 0.58935546875]",0.582275390625,2.4814453125,ccb,ccb06
Média de Idade das Pessoas nas Famílias da base de dados?,23.101953125,1.5040226133832888,"[23.874267578125, 21.7578125, 22.34423828125, 23.207275390625, 20.86962890625, 26.73876953125, 23.99365234375, 22.470458984375, 22.625, 23.138427734375]",20.86962890625,26.73876953125,ccb,ccb07
Qual a Idade média da população entrevistada?,22.2558837890625,2.660329122317765,"[24.847900390625, 28.203857421875, 22.786376953125, 24.65966796875, 20.282958984375, 20.296142578125, 20.428466796875, 20.19580078125, 19.8701171875, 20.987548828125]",19.8701171875,28.203857421875,ccb,ccb08
Qual a Quantidade média de cômodos dos domicílios?,12.373193359375,0.9101292958995821,"[11.344970703125, 12.56689453125, 13.792724609375, 12.194580078125, 11.192138671875, 11.966552734375, 13.0458984375, 12.452880859375, 11.356689453125, 13.818603515625]",11.192138671875,13.818603515625,ccb,ccb09
Qual a média de cômodos por domicilio,12.2793212890625,0.6454869387854302,"[11.76513671875, 11.697021484375, 12.27978515625, 13.58251953125, 12.078125, 11.696533203125, 13.447265625, 12.114013671875, 12.10205078125, 12.03076171875]",11.696533203125,13.58251953125,ccb,ccb10
Quantidade de pessoas por sexo na base de dados?,1234.926904296875,14.75613859030365,"[1212.849609375, 1233.61376953125, 1220.731201171875, 1258.78369140625, 1250.490966796875, 1224.1015625, 1240.9697265625, 1222.36962890625, 1231.638427734375, 1253.720458984375]",1212.849609375,1258.78369140625,ccb,ccb11
Valor total da média familiar e total de pessoas por municipio,59.468115234375,2.599628752099552,"[57.256591796875, 57.65283203125, 58.474853515625, 66.11962890625, 62.101318359375, 58.353759765625, 57.29736328125, 59.9404296875, 58.723876953125, 58.760498046875]",57.256591796875,66.11962890625,ccb,ccb12
Quantidade de pessoas agrupadas por nível de escolaridade,43.5520263671875,2.4104327334151794,"[45.578369140625, 42.89404296875, 41.732177734375, 45.952880859375, 41.002197265625, 47.7607421875, 42.592529296875, 41.19091796875, 46.02880859375, 40.78759765625]",40.78759765625,47.7607421875,ccb,ccb13
Pergunta 5: Quais são os tipos de materiais de piso mais comuns nas famílias?,19.851416015625,0.5627993973684711,"[20.5732421875, 20.162109375, 19.904052734375, 20.807861328125, 20.02099609375, 19.241943359375, 19.78515625, 19.1767578125, 19.869384765625, 18.97265625]",18.97265625,20.807861328125,ccb,ccb14
Agrupe a quantidade de pessoas pelas diferentes cores de pele.,39.2806640625,3.8745335808890142,"[37.90576171875, 44.13671875, 36.494384765625, 35.47998046875, 34.431640625, 39.140380859375, 40.73974609375, 37.521484375, 47.862548828125, 39.093994140625]",34.431640625,47.862548828125,ccb,ccb15
