description,average,standard_deviation,individual_results,min,max,type,id
QUERY QUE RETORNE O CÓDIGO IBGE E ID DA FAMILIA APENAS PARA FAMILIAR COM DATA DE ALTERAÇÃO DO ANO DE 2017 DE FORMA ORDENADA.,91.739208984375,3.4111059656623848,"[99.87060546875, 91.5146484375, 89.616943359375, 89.398193359375, 89.111572265625, 89.03173828125, 90.01416015625, 95.845947265625, 93.22705078125, 89.76123046875]",89.03173828125,99.87060546875,ccb,ccb01
Quantidade de domicilios sem banheiro,46.860888671875,4.499247057230032,"[59.138427734375, 48.777099609375, 43.680419921875, 44.32275390625, 45.06982421875, 49.2158203125, 43.317626953125, 45.271484375, 44.925048828125, 44.890380859375]",43.317626953125,59.138427734375,ccb,ccb02
Quantidade de familias que nao possuem domicilio particular regular,30.0614501953125,0.8838325889364747,"[29.85986328125, 31.788330078125, 30.470458984375, 30.34326171875, 31.230224609375, 29.44775390625, 29.34521484375, 29.410888671875, 30.021484375, 28.697021484375]",28.697021484375,31.788330078125,ccb,ccb03
Quais dados do domicílio das famílias que possuem apenas um cômodo?,22.567333984375,0.6231305468588825,"[22.558349609375, 21.9140625, 22.399169921875, 22.983642578125, 22.35009765625, 22.065185546875, 23.8017578125, 21.570068359375, 23.14794921875, 22.883056640625]",21.570068359375,23.8017578125,ccb,ccb04
FAMILIAs QUE TENHA MAIS DE 2 INTEGRANTES,85.097900390625,2.0846059714117513,"[86.531005859375, 85.69189453125, 89.251953125, 84.4765625, 84.7509765625, 81.814697265625, 86.999755859375, 84.328369140625, 82.223388671875, 84.910400390625]",81.814697265625,89.251953125,ccb,ccb05
Quais municipios possuem uma população com número inferior à 1000 pessoas?,0.7923095703125,0.30447327443147654,"[1.66357421875, 0.778564453125, 0.630859375, 0.5849609375, 0.64404296875, 0.84130859375, 0.579345703125, 0.822021484375, 0.630859375, 0.74755859375]",0.579345703125,1.66357421875,ccb,ccb06
Média de Idade das Pessoas nas Famílias da base de dados?,23.0159423828125,0.5258790768310497,"[23.67919921875, 22.981689453125, 24.050048828125, 22.689697265625, 22.236572265625, 23.2744140625, 22.494873046875, 23.159912109375, 22.58935546875, 23.003662109375]",22.236572265625,24.050048828125,ccb,ccb07
Qual a Idade média da população entrevistada?,23.2314453125,0.9049317012221423,"[25.086669921875, 23.125, 22.7314453125, 24.2724609375, 21.950927734375, 23.491943359375, 22.3525390625, 22.650146484375, 22.794677734375, 23.858642578125]",21.950927734375,25.086669921875,ccb,ccb08
Qual a Quantidade média de cômodos dos domicílios?,14.42841796875,0.8494753803392543,"[13.846923828125, 13.928955078125, 14.05859375, 13.167236328125, 13.7080078125, 14.274169921875, 15.893798828125, 14.45947265625, 15.3603515625, 15.586669921875]",13.167236328125,15.893798828125,ccb,ccb09
Qual a média de cômodos por domicilio,14.4716796875,0.4939578113958057,"[15.5908203125, 14.92529296875, 14.28662109375, 14.3798828125, 13.870361328125, 14.693359375, 14.42041015625, 14.0205078125, 13.9208984375, 14.608642578125]",13.870361328125,15.5908203125,ccb,ccb10
