description,average,standard_deviation,individual_results,min,max,type,id
QUERY QUE RETORNE O CÓDIGO IBGE E ID DA FAMILIA APENAS PARA FAMILIAR COM DATA DE ALTERAÇÃO DO ANO DE 2017 DE FORMA ORDENADA.,101.7915283203125,6.483902122490178,"[101.45068359375, 95.2158203125, 108.752685546875, 101.557373046875, 97.244384765625, 101.78369140625, 108.79052734375, 90.866455078125, 98.98779296875, 113.265869140625]",90.866455078125,113.265869140625,ccb,ccb01
Quantidade de domicilios sem banheiro,49.965771484375,6.236182396652869,"[48.9892578125, 45.105224609375, 43.43701171875, 45.58447265625, 61.151611328125, 46.030029296875, 44.61767578125, 61.214111328125, 52.146240234375, 51.382080078125]",43.43701171875,61.214111328125,ccb,ccb02
Quantidade de familias que nao possuem domicilio particular regular,33.1957763671875,3.918539097311017,"[41.27392578125, 36.315673828125, 38.43408203125, 33.42431640625, 29.017822265625, 30.26171875, 30.8583984375, 29.95849609375, 30.449462890625, 31.9638671875]",29.017822265625,41.27392578125,ccb,ccb03
Quais dados do domicílio das famílias que possuem apenas um cômodo?,8.943798828125,0.7716605595154085,"[8.732177734375, 9.502197265625, 8.532958984375, 10.95947265625, 8.927001953125, 8.897216796875, 8.3564453125, 8.93359375, 7.99365234375, 8.603271484375]",7.99365234375,10.95947265625,ccb,ccb04
FAMILIAs QUE TENHA MAIS DE 2 INTEGRANTES,82.237451171875,2.5891875992493474,"[81.44677734375, 87.062255859375, 80.3984375, 80.548095703125, 79.042236328125, 83.927001953125, 80.2294921875, 86.501953125, 80.9658203125, 82.25244140625]",79.042236328125,87.062255859375,ccb,ccb05
Quais municipios possuem uma população com número inferior à 1000 pessoas?,1.0181640625,0.5865484607705278,"[2.771240234375, 0.949951171875, 0.830078125, 0.76025390625, 0.7646484375, 0.85888671875, 0.79931640625, 0.8076171875, 0.816162109375, 0.823486328125]",0.76025390625,2.771240234375,ccb,ccb06
Média de Idade das Pessoas nas Famílias da base de dados?,22.8472900390625,1.3008610846962019,"[25.955322265625, 21.595703125, 22.8291015625, 23.32763671875, 21.739013671875, 23.85498046875, 22.954345703125, 21.428955078125, 23.021240234375, 21.7666015625]",21.428955078125,25.955322265625,ccb,ccb07
Qual a Idade média da população entrevistada?,23.495947265625,2.0557403338637767,"[23.5908203125, 23.041748046875, 22.255615234375, 26.3291015625, 27.924560546875, 22.04248046875, 22.88330078125, 21.216552734375, 21.368408203125, 24.306884765625]",21.216552734375,27.924560546875,ccb,ccb08
Qual a Quantidade média de cômodos dos domicílios?,11.2739501953125,1.9533474069231826,"[9.4541015625, 11.22998046875, 10.489501953125, 15.634521484375, 12.9619140625, 12.720703125, 11.864990234375, 9.418212890625, 9.3095703125, 9.656005859375]",9.3095703125,15.634521484375,ccb,ccb09
Qual a média de cômodos por domicilio,9.0837646484375,0.7274349221063344,"[9.10888671875, 10.657958984375, 9.639404296875, 9.675048828125, 9.2734375, 8.793212890625, 8.850830078125, 8.132080078125, 8.29296875, 8.413818359375]",8.132080078125,10.657958984375,ccb,ccb10
Quantidade de pessoas por sexo na base de dados?,1267.4715087890625,20.983130936674474,"[1291.5205078125, 1273.528076171875, 1248.943603515625, 1251.10400390625, 1245.739501953125, 1265.4765625, 1243.1865234375, 1266.54443359375, 1276.081787109375, 1312.590087890625]",1243.1865234375,1312.590087890625,ccb,ccb11
Valor total da média familiar e total de pessoas por municipio,68.830078125,4.782549981804758,"[63.003173828125, 71.027587890625, 65.41259765625, 69.33349609375, 67.45458984375, 78.85302734375, 75.674072265625, 65.87646484375, 66.865234375, 64.800537109375]",63.003173828125,78.85302734375,ccb,ccb12
Quantidade de pessoas agrupadas por nível de escolaridade,47.290966796875,3.1467080807856584,"[48.76611328125, 45.8681640625, 48.295654296875, 49.406494140625, 52.355712890625, 44.987060546875, 47.51953125, 43.458740234375, 50.6494140625, 41.602783203125]",41.602783203125,52.355712890625,ccb,ccb13
Pergunta 5: Quais são os tipos de materiais de piso mais comuns nas famílias?,14.9250732421875,1.660328379784322,"[17.9296875, 14.07373046875, 14.092041015625, 13.574462890625, 12.957275390625, 14.548095703125, 16.362548828125, 13.331787109375, 17.508544921875, 14.87255859375]",12.957275390625,17.9296875,ccb,ccb14
Agrupe a quantidade de pessoas pelas diferentes cores de pele.,28.362744140625,2.2111673129176554,"[31.196533203125, 27.66455078125, 28.28515625, 33.76611328125, 27.206787109375, 26.9140625, 28.0419921875, 27.089111328125, 26.143798828125, 27.3193359375]",26.143798828125,33.76611328125,ccb,ccb15
